pk,record,datetime,user,project_id,VarLabel,VarName,VarDescription,FieldType,VarBlank,VarNull,Identifier,VarMaxDigits,VarMaxDecimalPlaces,VarMaxLength
486,1,2012-08-24 19:52,paulina,1,AED-Ethosuximide (Zarotin),AED_Ethosuximide_Zarotin,Was Ethosuximide (Zarotin) an AED used by patient,RadioButton,0,0,0,NULL,NULL,NULL
487,1,2012-08-24 19:58,paulina,1,AED-Ethosuximide (Zarotin) Total Current Daily Dose,AED_Ethosuximide_Zarotin_Dose,What was the total current daily dose of Ethosuximide (Zarotin),BigIntegerField,0,0,0,NULL,NULL,NULL
488,1,2012-08-24 20:03,paulina,1,AED-Ethosuximide (Zarotin) Side Effects,AED_Ethosuximide_Zarotin_Side_Effects,Were there side effects of taking AED Ethosuximide (Zarotin),RadioButton,0,0,0,NULL,NULL,NULL
489,1,2012-08-27 16:03,paulina,1,AED-Felbamate (Felbatol),AED_Felbamate_Felbatol,Was Felbamate (Felbatol) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
490,1,2012-08-27 16:30,paulina,1,AED-Felbamate (Felbatol) Dose,AED_Felbamate_Felbatol_Dose,What was the dose of AED Felbamate Felbatol given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
491,1,2012-08-27 16:36,paulina,1,AED-Felbamate (Felbatol) Side Effects,AED_Felbamate_Felbatol_Side_Effects,Were there any side effects of the AED Felbamate (Felbatol),RadioButton,0,0,0,NULL,NULL,NULL
492,1,2012-08-27 16:41,paulina,1,AED-Gabapentin (Neurontin),AED_Gabapentin_Neurontin,Was Gabapentin (Neurontin) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
493,1,2012-08-27 16:46,paulina,1,AED-Gabapentin (Neurontin) Dose,AED_Gabapentin_Neurontin_Dose,What was the dose of AED Gabapentin (Neurontin) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
494,1,2012-08-27 16:49,paulina,1,AED-Gabapentin (Neurontin) Side Effects,AED_Gabapentin_Neurontin_Side_Effects,Were there any side effects of the AED Gabapentin (Neurontin),RadioButton,0,0,0,NULL,NULL,NULL
495,1,2012-08-27 16:55,paulina,1,AED-Lamotrigine (Lamictal),AED_Lamotrigine_Lamictal,Was Lamotrigine (Lamictal) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
496,1,2012-08-27 17:02,paulina,1,AED-Lamotrigine (Lamictal) Dose,AED_Lamotigrine_Lamictal_Dose,What was the dose of AED Lamotigrine (Lamictal) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
497,1,2012-08-27 17:03,paulina,1,AED-Lamotrigine (Lamictal) Side Effects,AED_Lamotigine_Lamictal_Side_Effects,Were there any side effects of the AED Lamotrigine (Lamictal),RadioButton,0,0,0,NULL,NULL,NULL
498,1,2012-08-27 17:27,paulina,1,AED-Lorazepam (Ativan),AED_Lorezepam_Ativan,Was Lorezepam (Ativan) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
499,1,2012-08-27 17:32,paulina,1,AED-Lorazepam (Lamictal) Dose,AED_Lorezepam_Ativan_Dose,What was the dose of AED Lorezepam (Lamictal) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
500,1,2012-08-27 17:34,paulina,1,AED-Lorazepam (Lamictal) Side Effects,AED_Lorezepam_Ativan_Side_Effects,Were there any side effects of the AED Lorezepam (Ativan),RadioButton,0,0,0,NULL,NULL,NULL
501,1,2012-08-27 17:51,paulina,1,AED-Oxcarbazepine (Trileptal),AED_Oxcarbazepine_Trileptal,Was Oxcarbazepine (Trileptal) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
502,1,2012-08-27 19:34,paulina,1,AED-Oxcarbazepine (Trileptal) Dose,AED_Oxcarbazepine_Trileptal_Dose,What was the dose of AED Oxcarbazepine (Trileptal) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
503,1,2012-08-27 19:55,paulina,1,AED-Oxcarbazepine (Trileptal) Side Effects,AED_Oxcarbazepine_Trileptal_Side_Effects,Were there any side effects of the AED Oxcarbazepine (Trileptal),RadioButton,0,0,0,NULL,NULL,NULL
504,1,2012-08-27 20:07,paulina,1,AED-Phenobarbital,AED_Phenobarbital,Was Phenobarbital an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
505,1,2012-08-27 20:42,paulina,1,AED-Phenobarbital Dose,AED_Phenobarbital_Dose,What was the dose of AED Phenobarbital given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
506,1,2012-08-27 21:02,paulina,1,AED-Phenobarbital Side Effects,AED_Phenobarbital_Side_Effects,Were there any side effects of the AED Phenobarbital,RadioButton,0,0,0,NULL,NULL,NULL
507,1,2012-08-27 21:20,paulina,1,AED-Phenytoin (Dilantin),AED_Phenytoin_Dilantin,Was Phenytoin (Dilantin) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
508,1,2012-08-27 21:28,paulina,1,AED-Phenytoin (Dilantin) Dose,AED_Phenytoin_Dilantin_Dose,What was the dose of AED Phenytoin (Dilantin) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
509,1,2012-08-27 21:48,paulina,1,AED-Phenytoin (Dilantin) Side Effects,AED_Phenytoin_Dilantin_Side_Effects,Were there any side effects of the AED Phenytoin (Dilantin),RadioButton,0,0,0,NULL,NULL,NULL
510,1,2012-08-27 21:54,paulina,1,AED-Pregabalin (Lyrica),AED_Pregabalin_Lyrica,Was Pregabalin_Lyrica an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
511,1,2012-08-27 22:03,paulina,1,AED-Pregabalin (Lyrica) Dose,AED_Pregabalin_Lyrica_Dose,What was the dose of Pregabalin (Lyrica) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
512,1,2012-08-27 22:11,paulina,1,AED-Pregabalin (Lyrica) Side Effects,AED_Pregabalin_Lyrica_Side_Effects,Were there any side effects of the AED Pregabalin (Lyrica),RadioButton,0,0,0,NULL,NULL,NULL
513,1,2012-08-27 22:14,paulina,1,AED-Primidone (Mysoline),AED_Primidone_Mysoline,Was Primidone (Mysoline) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
514,1,2012-08-27 22:26,paulina,1,AED-Primidone (Mysoline) Dose,AED_Primidone_Mysoline_Dose,What was the dose of AED Primidone (Mysoline) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
515,1,2012-08-27 22:28,paulina,1,AED-Primidone (Mysoline) Side Effect,AED_Primidone_Mysoline_Side_Effect,Were there any side effects of the Primidone (Mysoline) (Neurontin),RadioButton,0,0,0,NULL,NULL,NULL
516,1,2012-08-27 22:33,paulina,1,AED-Topiramate (Topamax),AED_Topiramate_Topomax,Was Topiramate (Topomax) an AED taken by patient,RadioButton,0,0,0,NULL,NULL,NULL
517,1,2012-08-27 22:58,paulina,1,AED-Topiramate (Topomax) Dose,AED_Topiramate_Topomax_Dose,What was the total current daily dose of Topiramate (Topomax),BigIntegerField,0,0,0,NULL,NULL,NULL
518,1,2012-08-27 22:59,paulina,1,AED-Topiramate (Topomax) Side Effect,AED_Topiramate_Topomax_Side_Effect,Were there any side effects of the AED Topiramate (Topomax),RadioButton,0,0,0,NULL,NULL,NULL
519,1,2012-08-28 16:31,paulina,1,AED-Valporic Acid (Epival/Dapakene),AED_Valporic_Acid_Epival_Dapakene,Was Valporic Acid (Epival Dapakene) an AED taken by petient,RadioButton,0,0,0,NULL,NULL,NULL
520,1,2012-08-28 16:37,paulina,1,AED-Vigabatrin (Sabril) Dose,AED_Vigabatrin_Sabril_Dose,What was the total current daily dose(mg) of Vigabatrin (Sabril) given to patient,BigIntegerField,0,0,0,NULL,NULL,NULL
521,1,2012-08-28 16:46,paulina,1,AED-Vigabatrin (Sabril) Side Effects,AED_Vigabatrin_Sabril_Side_Effects,Were there any side effects of AED Vigabatrin (Sabril),RadioButton,0,0,0,NULL,NULL,NULL
522,1,2012-08-28 17:05,paulina,1,"Other, Specify:",Other_Specify,"If there is another AED taken by patient that was not listed, please specify",CharField,0,0,0,NULL,NULL,30
523,1,2012-08-28 17:18,paulina,1,AED-Other,AED_Other,Was another specified AED used by patient,RadioButton,0,0,0,NULL,NULL,NULL
524,1,2012-08-28 17:29,paulina,1,AED-Other Dose,AED_Other_Dose,"What was the total current daily dose(mg) of ""Other"" drug given to patient",BigIntegerField,0,0,0,NULL,NULL,NULL
525,1,2012-08-28 17:32,paulina,1,AED-Other Side Effects,AED_Other_Side_Effects,"Were there any side effects of ""Other"" drug ",RadioButton,1,0,0,NULL,NULL,NULL
526,1,2012-08-28 20:15,paulina,1,Past Epilepsy Surgery,Past_Epilepsy_Surgery,Was there a past Epilepsy surgery,RadioButton,0,0,0,NULL,NULL,NULL
527,1,2012-08-28 20:24,paulina,1,"If yes, seizure free post surgery? (most recent epilepsy surgery)",Yes_SeizureFree_PostSurg,Has patient been seizure free post surgery,RadioButton,0,0,0,NULL,NULL,NULL
528,1,2012-08-28 20:35,paulina,1,"If yes, # of months seizure free after surgery",Number_of_Months_SeizureFree_PostSurg,How many months has the patient been surgery free post-surgery,BigIntegerField,0,0,0,NULL,NULL,NULL
529,1,2012-08-28 20:38,paulina,1,Test Type-Routine Scalp EEG,TestType_Routine_Scalp_EEG,Was a routine scalp EEG done ever,RadioButton,0,0,0,NULL,NULL,NULL
530,1,2012-08-28 20:47,paulina,1,"If Yes, Routine Scalp EEG Ever Abnormal?",Yes_RoutineScalpEEG_Abnormal,"If Routine Scalp EEG has been done, was it ever abnormal",RadioButton,0,0,0,NULL,NULL,NULL
531,1,2012-08-28 20:51,paulina,1,Test EEG Type-Sleep Deprived,TestEEGType_Sleep_Deprived,Was a test for Sleep Deprivation done ever,RadioButton,0,0,0,NULL,NULL,NULL
532,1,2012-08-28 20:54,paulina,1,"If yes, Sleep Deprived Ever Abnormal",Yes_SleepDeprived_Abnormal,"If Sleep Deprived EEG has been done, was it ever abnormal",RadioButton,0,0,0,NULL,NULL,NULL
533,1,2012-08-28 21:03,paulina,1,Test EEG Type-Video-EEG Monitoring Scalp,TestEEGType_VideoEEG_Monitor_Scalp,Was a Video EEG Monitoring Scalp test done ever,RadioButton,0,0,0,NULL,NULL,NULL
534,1,2012-08-28 21:28,paulina,2,"Orientation-1. What is the date? Year, season, month, date, day?",Date_Year_Season_Month_Day,"Ask patient to state the date (year, season, month, date, day)",BigIntegerField,0,0,0,NULL,NULL,NULL
535,1,2012-08-28 21:46,paulina,2,"Orientation-2. Where are we? Country, province, city, name of hospital or street, floor #",Location_Country_Province_City_Hospital,"Ask patient to state the current location (country, province, city, name of hospital or street",BigIntegerField,0,0,0,NULL,NULL,NULL
536,1,2012-08-28 21:52,paulina,2,"Registration-3. Name 3 objects (e.g. apple, penny, table) or alternates (ball, chair, tree). Then ask patient to name them Score one point for each correct answer.",Name3Objects_PatientRepeat,Testing to see if the patient can name three objects listed by the interview,BigIntegerField,0,0,0,NULL,NULL,NULL
537,1,2012-08-28 22:11,paulina,2,Registration-NOTE: You can repeat them up to 3 times until he/she registers perfectly all 3 but base the score on the first trial. Record Number of Trials:,Record_Number_Of_Trials,How many trials of repetition occurred,BigIntegerField,0,0,0,NULL,NULL,NULL
538,1,2012-08-28 22:30,paulina,2,Attention & Calculation-4. a) Serial 7's. Count backwards by 7's from 100. Stop at five answers (100-93-86-79-72-65),Count_Backwards,Testing to see if patient cant count backwards by 7's from 100,BigIntegerField,0,0,0,NULL,NULL,NULL
539,1,2012-08-28 22:38,paulina,2,"Attention & Calculation-4. b) Ask him/her to spell ""WORLD"" backwards. One point for each letter in correct sequence",Spell_WORLD_Backwards,Testing to see if patient can spell the word WORLD backwards,BigIntegerField,0,0,0,NULL,NULL,NULL
540,1,2012-08-29 17:10,paulina,2,Recall-5. Ask for names of 3 objects given above,Name_3_Objects,Testing to see if patient can name the three objects previously mentioned in question 3.,BigIntegerField,0,0,0,NULL,NULL,NULL
541,1,2012-08-29 20:51,paulina,2,Point to two objects e.g a pencil and a watch and ask for a name. Score one point for each correct answer,Point_Two_Objects_NameObject,Testing to see if patient can point to two objects and name the object being pointed to,BigIntegerField,0,0,0,NULL,NULL,NULL
542,1,2012-08-29 21:00,paulina,2,"LANGUAGE TESTS-Ask patient to repeat  ""NO IFS ANDS OR BUTS'.",Repeat_Phrase_NoIfsAndsButs,"Testing to see if patient can repeat the phrase ""No Ifs, ands or buts""",BigIntegerField,0,0,0,NULL,NULL,NULL
543,1,2012-08-29 21:18,paulina,2,"LANGUAGE TESTS-8. Ask patient to follow a 3 stage command. ""TAKE THE PAPER IN YOUR RIGHT HAND, FOLD THE PAPER IN HALF ONCE AND PUT THE PAPER DOWN ON THE FLOOR"".",Follow_3Stage_Command,"Testing to see if patient can follow a 3 stage command, such as ""Take the paper in your right hand, fold the paper, in half once and put the paper down on the floor""",BigIntegerField,0,0,0,NULL,NULL,NULL
544,1,2012-08-29 21:20,paulina,2,LANGUAGE TESTS-9. Ask patient to read (CLOSE YOUR EYES) and obey the instructions.,Read_Phrase_Obey_Instructions,Testing to see if patient can read a phrase and obey the instructions it gives,BigIntegerField,0,0,0,NULL,NULL,NULL
545,1,2012-08-29 21:24,paulina,2,"LANGUAGE TESTS-10. Ask patient to write sentence. Sentence must be sensible, must contain a subject and a vern and be written spontaneously. Ignore spelling errors.",Write_Sentence,Testing to see if patient is able to write a complete sentence.,BigIntegerField,0,0,0,NULL,NULL,NULL
546,1,2012-08-29 22:20,paulina,2,LANGUAGE TESTS-11. Show patient a diagram of intersecting pentagons and ask him/her to copy intersecting pentagons.,Copy_PentagonDiagram,Testing to see if patient can copy intersecting pentagons based on intersecting pentagon diagram,BigIntegerField,0,0,0,NULL,NULL,NULL
547,1,2012-08-29 23:14,paulina,2,Level of Consciousness,Level_Consciousness,What was the patient's level if consciousness,RadioButton,0,0,0,NULL,NULL,NULL
548,1,2012-08-29 23:28,paulina,2,Educational Attainment,Education_Attainment,What is the highest level of education attained by patient,CharField,0,0,0,NULL,NULL,30
549,1,2012-08-29 23:29,paulina,2,Fluency in English,Fluency_English,Is the patient fluent in English,RadioButton,0,0,0,NULL,NULL,NULL
550,1,2012-08-30 0:00,paulina,2,"Note distractibility, frustration, exhaustion, and nature of cooperation. The patient's impression of his/her performance should also be noted",Note_Distractibility,"Was the patient distracted, frustrated or exhausted. What was the nature of cooperation. The patient's impression of his/her performance should be noted",CharField,0,0,0,NULL,NULL,50
551,1,2012-08-30 0:13,paulina,2,General Comments,General_Comments,"Note any observed motor, sensory, or perceptual deficits that may affect test performance",CharField,0,0,0,NULL,NULL,50
552,1,2012-08-30 0:15,paulina,2,Examiner's Signature,Examiner_Signature,SIgnature of test Examiner,CharField,0,0,0,NULL,NULL,30
553,1,2012-08-30 0:16,paulina,2,Examiner' Signature-Date and Time,Examiner_Signature_DateTime,date and time Examiner signed form,DateTimeField,0,0,0,NULL,NULL,NULL
554,1,2012-08-30 0:26,paulina,2,Visuospatial/Executive,VisuospatialExecutive,Testing how well patient can connect numbers and letters in visuospatial test,BigIntegerField,0,0,0,NULL,NULL,NULL
555,1,2012-08-30 0:27,paulina,2,Visuospatial/Executive-Copy Cube,VisuospatialExecutive_CopyCube,Testing patient's ability to copy cube based on image provided,BigIntegerField,0,0,0,NULL,NULL,NULL
556,1,2012-08-30 0:28,paulina,2,Visuospatial/Executive-Draw CLOCK-Contour,VisuoExecutive_DrawClock_Contour,Testing how well patient can draw contour of clock,BigIntegerField,0,0,0,NULL,NULL,NULL
557,1,2012-08-30 0:31,paulina,2,Visuospatial/Executive-Draw CLOCK-Numbers,VisuoExecutive_DrawClock_Numbers,Testing how well patient can draw hands on a clock,BigIntegerField,0,0,0,NULL,NULL,NULL
558,1,2012-08-30 0:31,paulina,2,Visuospatial/Executive-Draw CLOCK-Hands,VisuoExecutive_DrawClock_Hands,Testing how well patient can draw hands on a clock,BigIntegerField,0,0,0,NULL,NULL,NULL
559,1,2012-08-30 0:34,paulina,2,Naming-Lion,Naming_Lion,Testing whether patient can correctly name the animal shown in picture,BigIntegerField,0,0,0,NULL,NULL,NULL
560,1,2012-08-30 0:35,paulina,2,Naming-Rhinocerous,Naming_Rhinocerous,Testing whether patient can correctly name the animal shown in picture,BigIntegerField,0,0,0,NULL,NULL,NULL
561,1,2012-08-30 0:36,paulina,2,Naming-Camel,Naming_Camel,Testing whether patient can correctly name the animal shown in picture,BigIntegerField,0,0,0,NULL,NULL,NULL
562,1,2012-08-30 0:37,paulina,2,Memory 1st trial Face,Memory_1stTrial_Face,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
563,1,2012-08-30 0:39,paulina,2,MEMORY-1st trial-Velvet,Memory_1stTrial_Velvet,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
564,1,2012-08-30 0:47,paulina,2,MEMORY-1st trial-CHURCH,Memory_1stTrial_Church,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
565,1,2012-08-30 0:48,paulina,2,MEMORY-1st trial-Daisy,Memory_1stTrial_Daisy,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
566,1,2012-08-30 1:22,paulina,2,MEMORY-1st trial-Red,Memory_1stTrial_Red,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
567,1,2012-08-30 1:23,paulina,2,MEMORY-2nd trial-Face,Memory_2ndTrial_Face,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
568,1,2012-08-30 1:24,paulina,2,MEMORY-2nd trial-Velvet,Memory_2ndTrial_Velvet,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
569,1,2012-08-30 1:24,paulina,2,MEMORY-2nd trial-Church,Memory_2ndTrial_Church,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
570,1,2012-08-30 1:26,paulina,2,MEMORY-2nd trial-Daisy,Memory_2ndTrial_Daisy,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
571,1,2012-08-30 1:27,paulina,2,MEMORY-2nd trial-Red,Memory_2ndTrial_Red,Testing patient's ability to repeat word read out to them,BigIntegerField,0,0,0,NULL,NULL,NULL
572,1,2012-08-30 1:30,paulina,2,ATTENTION-Repeat list of digits in the forward order 21854,Attention_RepeatForward_21854,Testing patient's ability to repeat the numbers 21854 in forward order,BigIntegerField,0,0,0,NULL,NULL,NULL
573,1,2012-08-30 1:32,paulina,2,ATTENTION-Repeat list of digits in the backward order 742,Attention_RepeatBackward_742,Testing patient's ability to repeat the numbers 742 in backward order,BigIntegerField,0,1,0,NULL,NULL,NULL
574,1,2012-08-30 1:42,paulina,2,ATTENTION-Read List of Letters FBACMNAAJKLBAFAKDEAAAJAMOFAAB,Attention_Read_List_Letters,Testing patient's ability to read list of letters: FBACMNAAJKLBAFAKDEAAAJAMOFAAB,BigIntegerField,0,1,0,NULL,NULL,NULL
575,1,2012-08-30 1:45,paulina,2,ATTENTION-Serial 7 Subtraction Starting at 100-93,Attention_Serial7Subtract_93,Testing patient's ability in serial 7 subtraction starting at 100,BigIntegerField,0,1,0,NULL,NULL,NULL
576,1,2012-08-30 1:46,paulina,2,ATTENTION-Serial 7 Subtraction Starting at 100-86,Attention_Serial7Subtract_86,Testing patient's ability in serial 7 subtraction starting at 100,BigIntegerField,0,1,0,NULL,NULL,NULL
577,1,2012-08-30 1:50,paulina,2,ATTENTION-Serial 7 Subtraction Starting at 100-79,Attention_Serial7Subtract_79,Testing patient's ability in serial 7 subtraction starting at 100,BigIntegerField,0,1,0,NULL,NULL,NULL
578,1,2012-08-30 1:51,paulina,2,ATTENTION-Serial 7 Subtraction Starting at 100-65,Attention_Serial7Subtract_65,Testing patient's ability in serial 7 subtraction starting at 100,BigIntegerField,0,1,0,NULL,NULL,NULL
579,1,2012-08-30 1:52,paulina,2,"LANGUAGE-Repeat ""I only know that John is the one to help today""",Language_Repeat,Testing patient's ability to repeat a phrase,BigIntegerField,0,1,0,NULL,NULL,NULL
580,1,2012-08-30 1:54,paulina,2,"LANGUAGE-Repeat ""The cat always hid under the couch when the dogs were in the room""",Language_Repeat_Phrase2,Testing patient's ability to repeat a phrase,BigIntegerField,0,1,0,NULL,NULL,NULL
581,1,2012-08-30 1:59,paulina,2,ABSTRACTION-Train-bicycle,Abstraction_TrainBicycle,Testing patient's ability to state similarities between Train and Bicycle,BigIntegerField,0,1,0,NULL,NULL,NULL
582,1,2012-08-30 2:01,paulina,2,ABSTRACTION-Watch-Ruler,Abstraction_WatchRuler,Testing patient's ability to state similarities between Watch and Ruler,BigIntegerField,0,1,0,NULL,NULL,NULL
583,1,2012-08-30 15:49,paulina,2,DELAYED RECALL-No Cue-Face,DelayedRecall_NoCue_Face,"Testing to see if patient can recall word ""Face"" with no cue",BigIntegerField,0,1,0,NULL,NULL,NULL
584,1,2012-08-30 15:52,paulina,2,DELAYED RECALL-No Cue-Velvet,DelayedRecall_NoCue_Velvet,"Testing patient's ability to recall word ""Velvet"" without cue",BigIntegerField,0,1,0,NULL,NULL,NULL
585,1,2012-08-30 15:53,paulina,2,DELAYED RECALL-No Cue-Church,DelayedRecall_NoCue_Church,"Testing patient's ability to recall word ""Velvet"" with no cue",BigIntegerField,0,1,0,NULL,NULL,NULL
586,1,2012-08-30 15:54,paulina,2,DELAYED RECALL-No Cue-Daisy,DelayedRecall_NoCue_Daisy,"Testing patient's ability to recall word ""Daisy"" with no cue",BigIntegerField,0,1,0,NULL,NULL,NULL
587,1,2012-08-30 16:08,paulina,2,ORIENTATION-Date,Orientation_Date,Testing if patient correctly stated the date,BigIntegerField,0,1,0,NULL,NULL,NULL
588,1,2012-08-30 16:08,paulina,2,ORIENTATION-Month,Orientation_Month,Testing if patient correctly stated the month,BigIntegerField,0,1,0,NULL,NULL,NULL
589,1,2012-08-30 16:09,paulina,2,ORIENTATION-Year,Orientation_Year,Testing if patient correctly stated the year,BigIntegerField,0,1,0,NULL,NULL,NULL
590,1,2012-08-30 16:10,paulina,2,ORIENTATION-Day,Orientation_Day,Testing if patient correctly stated the day,BigIntegerField,0,1,0,NULL,NULL,NULL
591,1,2012-08-30 16:11,paulina,2,ORIENTATION-Place,Orientation_Place,Testing if patient correctly stated the place,BigIntegerField,0,1,0,NULL,NULL,NULL
592,1,2012-08-30 16:12,paulina,2,ORIENTATION-City,Orientation_City,Testing if patient correctly stated the City,BigIntegerField,0,1,0,NULL,NULL,NULL
593,1,2012-08-30 16:21,paulina,2,CERAD-Name,CERAD_Name,Name on CERAD form,CharField,0,0,1,NULL,NULL,30
594,1,2012-08-30 16:23,paulina,2,CERAD-NIS,CERAD_NIS,NIS of patient,CharField,0,0,1,NULL,NULL,30
595,1,2012-08-30 16:29,paulina,2,CERAD-Date,CERAD_date,Date CERAD test performed ,DateField,0,0,0,NULL,NULL,NULL
596,1,2012-08-30 16:30,paulina,2,CERAD-Mini Mental State,CERAD_MiniMentalState,Testing patient's mental state,BigIntegerField,0,0,0,NULL,NULL,NULL
597,1,2012-08-30 16:50,paulina,2,CERAD-Verbal Fluency,CERAD_VerbalFluency,Testing patient's verbal fluency,BigIntegerField,0,0,0,NULL,NULL,NULL
598,1,2012-08-30 16:53,paulina,2,CERAD_Boston Naming Test,CERAD_BostonNamingTest,Patient's score on Boston Naming Test,BigIntegerField,0,0,0,NULL,NULL,NULL
599,1,2012-08-30 17:00,paulina,2,CERAD_Word List Memory-Trial,CERAD_WordListMemory_Trial,Determining which trial of Word List Memory is being performed,RadioButton,0,0,0,NULL,NULL,NULL
600,1,2012-08-30 17:03,paulina,2,CERAD_Word List Memory,CERAD_WordListMemory,Patient's score on Word List Memory Test,BigIntegerField,0,0,0,NULL,NULL,NULL
601,1,2012-08-30 17:04,paulina,2,CERAD_Intrusions,CERAD_Intrustions,Patient Intrustion Score,BigIntegerField,0,1,0,NULL,NULL,NULL
602,1,2012-08-30 17:13,paulina,2,CERAD-Constructional Praxis,CERAD_ConstructionalPraxis,Patient Score on Constructional Praxis,BigIntegerField,0,0,0,NULL,NULL,NULL
603,1,2012-08-30 17:16,paulina,2,CERAD-Word List Recall,CERAD_WordListRecall,Patient score on Word List Recall,BigIntegerField,0,0,0,NULL,NULL,NULL
604,1,2012-08-30 17:17,paulina,2,CERAD-Intrusions,CERAD_intrusions,Patient Intrusion Score,BigIntegerField,0,1,0,NULL,NULL,NULL
605,1,2012-08-30 17:18,paulina,2,CERAD-Word List Recognition,CERAD_WordListRecognition,Patient's score in Word List Recognition,BigIntegerField,0,0,0,NULL,NULL,NULL
606,1,2012-08-30 17:21,paulina,2,Verbal Fluency Categories-NIS,VerbFluency_NIS,Patient NIS in Verbal Fluency Test,CharField,0,0,0,NULL,NULL,30
607,1,2012-08-30 17:23,paulina,2,Verbal Fluency Categories-Visit,VerbFluency_Visit,Which visit number is patient on,BigIntegerField,0,0,0,NULL,NULL,NULL
608,1,2012-08-30 17:24,paulina,2,Verbal Fluency Categories-Date,VerbFluency_Date,VerbFluency_Date,DateField,0,0,0,NULL,NULL,NULL
609,1,2012-08-30 17:26,paulina,2,Verbal Fluency Categories-Examiner's Initials,VerbFluency_ExaminerInit,Initials of Examiner performing Verbal Fluency test,CharField,0,0,0,NULL,NULL,3
610,1,2012-08-30 18:41,paulina,2,Word Count-16-30,WordCount_015Seconds,Patient's Word Count in 0-15 seconds of Verbal Fluency test,BigIntegerField,0,0,0,NULL,NULL,NULL
611,1,2012-08-30 18:47,paulina,2,Word Count-16-30,WordCount_1630Seconds,Patient's Word Count in 16-30 seconds of Verbal Fluency test,BigIntegerField,0,1,0,NULL,NULL,NULL
612,1,2012-08-30 18:50,paulina,2,Word Count-31-45 seconds,WordCount_3145Seconds,Patient's Word Count in 31-45 seconds of Verbal Fluency test,BigIntegerField,0,1,0,NULL,NULL,NULL
613,1,2012-08-30 18:52,paulina,2,Word Count-46-60 seconds,WordCount_4660Seconds,Patient's Word Count in 46-60 seconds of Verbal Fluency test,BigIntegerField,0,1,0,NULL,NULL,NULL
614,1,2012-08-30 18:58,paulina,2,BNT-HIGH-Tree,BNT_High_Tree,Testing patient's ability to correctly name of item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
615,1,2012-08-30 18:59,paulina,2,BNT-HIGH-Bed,BNT_High_Bed,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
616,1,2012-08-30 19:00,paulina,2,BNT-HIGH-Whistle,BNT_High_Whistle,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
617,1,2012-08-30 19:01,paulina,2,BNT-HIGH-Flower,BNT_High_Flower,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
618,1,2012-08-30 19:04,paulina,2,BNT-HIGH-House,BNT_High_House,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
619,1,2012-08-30 19:04,paulina,2,BNT-Medium-Canoe,BNT_Medium_Canoe,Testing patient's ability to correctly name of item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
620,1,2012-08-30 19:05,paulina,2,BNT-MEDIUM-Tooth Brush,BNT_Medium_ToothBrush,Testing patient's ability to correctly name of item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
621,1,2012-08-30 19:06,paulina,2,BNT-MEDIUM-Volcano,BNT_Medium_Vocano,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
622,1,2012-08-30 19:12,paulina,2,BNT-MEDIUM-Mask,BNT_Medium_Mask,Patient's ability to correctly name item in picture,BigIntegerField,0,1,0,NULL,NULL,NULL
